,Job Title,Department,Age,Gender,Marital Status,Years of Service,Salary,Exited
440,Customer Support Agent,Sales & Marketing,55,Male,Married,3,298.38,0
441,Sales Executive,Customer Service,25,Female,Married,8,288.83,0
442,HR Specialist,Data Analytics,47,Female,Married,7,436.08,0
443,Data Scientist,Data Analytics,47,Male,Single,8,316.58,0
444,Software Developer,Sales & Marketing,58,Female,Single,2,439.58,0
445,Telecom Technician,IT & Software,55,Male,Married,2,323.29,0
446,Marketing Analyst,Human Resources,34,Male,Married,8,384.38,0
447,Product Manager,Billing,38,Female,Married,5,469.92,0
448,HR Specialist,Billing,25,Female,Married,8,348.83,0
449,Product Manager,IT & Software,45,Female,Married,3,285.83,0
450,IT Support Engineer,Field Operations,45,Female,Single,2,163.88,0
451,IT Support Engineer,Data Analytics,25,Male,Single,6,385.63,0
452,Marketing Analyst,Sales & Marketing,28,Male,Single,6,273.17,0
453,Product Manager,Sales & Marketing,28,Female,Married,4,509.42,0
454,HR Specialist,Billing,56,Male,Married,8,283.5,0
455,Data Scientist,Project Management,53,Female,Married,4,307.13,0
456,Product Manager,Network Operations,26,Female,Married,6,595.88,0
457,Sales Executive,Data Analytics,41,Female,Single,3,460.54,0
458,Marketing Analyst,Project Management,40,Male,Married,7,631.83,0
459,HR Specialist,Sales & Marketing,34,Male,Single,8,292.17,0
460,Sales Executive,Sales & Marketing,30,Female,Married,5,186.0,0
461,Data Scientist,Billing,31,Male,Single,3,359.75,0
462,IT Support Engineer,Network Operations,48,Male,Single,4,364.13,0
463,Marketing Analyst,Human Resources,58,Male,Single,3,331.88,0
464,Data Scientist,Data Analytics,41,Male,Married,7,525.92,0
465,Product Manager,Human Resources,30,Female,Single,2,238.13,0
466,Data Scientist,Sales & Marketing,37,Female,Single,4,618.17,0
467,Network Engineer,Customer Service,31,Male,Single,7,237.17,0
468,Network Engineer,IT & Software,24,Male,Married,7,431.25,0
469,Sales Executive,Sales & Marketing,24,Female,Married,6,595.17,0
470,Project Manager,Billing,24,Male,Married,3,317.13,0
471,Sales Executive,Field Operations,24,Male,Single,6,312.88,0
472,Network Engineer,Data Analytics,47,Female,Single,5,156.08,0
473,Software Developer,Human Resources,25,Female,Single,5,402.0,0
474,IT Support Engineer,IT & Software,23,Female,Single,2,414.08,0
475,Billing Specialist,Customer Service,50,Female,Single,7,313.88,0
476,Project Manager,Network Operations,34,Female,Single,3,212.13,0
477,HR Specialist,Field Operations,49,Female,Single,8,355.83,0
478,Product Manager,Network Operations,42,Male,Married,8,154.17,0
479,Project Manager,Sales & Marketing,41,Female,Married,8,444.0,0
480,Customer Support Agent,Customer Service,37,Female,Married,3,369.08,0
481,Sales Executive,IT & Software,33,Female,Married,2,515.54,0
482,Data Scientist,Customer Service,25,Female,Single,7,373.92,0
483,Project Manager,Network Operations,42,Male,Married,6,171.25,0
484,Software Developer,IT & Software,39,Female,Single,3,439.88,0
485,Customer Support Agent,Data Analytics,54,Male,Single,3,240.79,0
486,HR Specialist,Sales & Marketing,47,Male,Single,8,465.83,0
487,Customer Support Agent,Human Resources,22,Female,Married,8,425.29,0
488,Data Scientist,Human Resources,57,Male,Single,5,132.79,0
489,Product Manager,Project Management,28,Male,Married,7,230.88,0
490,IT Support Engineer,Network Operations,53,Male,Married,3,254.25,0
491,Data Scientist,Human Resources,33,Female,Single,2,205.79,0
492,Billing Specialist,Human Resources,41,Female,Married,3,188.83,0
493,Project Manager,Data Analytics,44,Female,Married,8,377.33,0
494,Project Manager,Billing,54,Female,Single,8,295.54,0
495,Project Manager,Customer Service,42,Male,Single,7,195.88,0
496,HR Specialist,Network Operations,25,Male,Single,2,354.0,0
497,Network Engineer,Data Analytics,27,Female,Married,6,565.04,0
498,Product Manager,Billing,31,Female,Single,7,709.63,0
499,HR Specialist,Customer Service,42,Male,Single,2,137.58,0
500,Marketing Analyst,Network Operations,34,Female,Married,3,441.0,0
501,Billing Specialist,Project Management,40,Female,Married,7,372.38,0
502,Data Scientist,Data Analytics,39,Male,Single,2,330.67,0
503,Billing Specialist,Customer Service,39,Female,Married,8,314.25,0
504,Sales Executive,IT & Software,27,Female,Married,6,249.04,0
505,IT Support Engineer,Billing,25,Female,Single,8,318.25,0
506,Marketing Analyst,Network Operations,27,Male,Single,7,388.63,0
507,Telecom Technician,Field Operations,44,Female,Single,3,155.0,0
508,HR Specialist,Sales & Marketing,28,Male,Single,8,349.83,0
509,Network Engineer,Human Resources,24,Female,Married,4,306.33,0
510,Telecom Technician,Human Resources,52,Male,Married,6,354.33,0
511,HR Specialist,Network Operations,48,Male,Single,4,434.13,0
512,IT Support Engineer,Network Operations,35,Female,Single,1,176.13,0
513,Network Engineer,Field Operations,50,Male,Single,2,216.13,0
514,HR Specialist,Project Management,25,Male,Single,5,249.13,0
515,Product Manager,Network Operations,39,Female,Married,3,410.17,0
516,Network Engineer,Human Resources,55,Male,Married,6,203.63,0
517,Marketing Analyst,Billing,42,Male,Married,4,282.54,0
518,Data Scientist,Sales & Marketing,39,Female,Married,8,320.88,0
519,IT Support Engineer,Human Resources,47,Male,Married,3,519.92,0
520,Sales Executive,Field Operations,44,Male,Single,4,338.58,0
521,Marketing Analyst,Network Operations,24,Female,Married,3,452.13,0
522,Marketing Analyst,Field Operations,56,Female,Single,5,281.42,0
523,Customer Support Agent,Project Management,27,Male,Married,8,144.13,0
524,Data Scientist,Network Operations,30,Female,Married,3,445.5,0
525,Product Manager,Network Operations,34,Male,Married,8,234.63,0
526,Project Manager,Field Operations,43,Male,Married,5,302.75,0
527,Data Scientist,Sales & Marketing,52,Male,Single,7,197.83,0
528,Marketing Analyst,Billing,22,Male,Single,2,236.0,0
529,Billing Specialist,Sales & Marketing,24,Female,Married,4,442.08,0
530,Data Scientist,IT & Software,25,Male,Married,3,190.67,0
531,Project Manager,Field Operations,40,Female,Married,4,363.83,0
532,Product Manager,Human Resources,52,Male,Married,7,246.83,0
533,Customer Support Agent,Human Resources,22,Male,Married,8,321.75,0
534,IT Support Engineer,Sales & Marketing,33,Female,Single,2,395.0,0
535,Billing Specialist,Data Analytics,58,Female,Single,8,246.54,0
536,Marketing Analyst,Sales & Marketing,23,Male,Single,2,258.13,0
537,Product Manager,Project Management,25,Female,Single,6,428.29,0
538,Marketing Analyst,IT & Software,38,Male,Married,3,311.92,0
539,Marketing Analyst,Customer Service,50,Female,Married,8,343.58,0
540,IT Support Engineer,IT & Software,50,Female,Married,6,383.08,0
541,Software Developer,Billing,47,Male,Single,2,314.5,0
542,Network Engineer,Customer Service,46,Female,Married,4,467.75,0
543,Network Engineer,Data Analytics,47,Female,Single,2,608.33,0
544,Software Developer,Customer Service,36,Male,Married,6,131.25,0
545,Network Engineer,Sales & Marketing,26,Male,Married,8,439.0,0
546,Network Engineer,Data Analytics,58,Male,Single,8,193.67,0
547,Customer Support Agent,Billing,25,Male,Married,5,316.04,0
548,Network Engineer,Field Operations,27,Female,Married,6,732.58,0
549,Telecom Technician,Field Operations,22,Male,Single,5,398.75,0
550,Marketing Analyst,Network Operations,42,Female,Single,3,405.54,0
551,Software Developer,Human Resources,57,Male,Single,2,386.42,0
552,Sales Executive,Sales & Marketing,44,Male,Single,2,370.54,0
553,Network Engineer,Field Operations,50,Male,Single,7,423.25,0
554,Telecom Technician,Project Management,47,Female,Single,3,273.92,0
555,Project Manager,IT & Software,54,Male,Married,1,187.5,0
556,HR Specialist,Human Resources,49,Male,Married,4,223.29,0
557,Customer Support Agent,Network Operations,35,Female,Single,3,341.54,0
558,Data Scientist,Sales & Marketing,52,Female,Single,2,298.92,0
559,Customer Support Agent,Network Operations,28,Male,Single,7,394.67,0
560,Telecom Technician,Field Operations,25,Female,Single,4,491.92,0
561,Software Developer,IT & Software,32,Male,Married,3,372.38,0
562,Network Engineer,Network Operations,46,Female,Single,8,279.67,0
563,HR Specialist,Customer Service,34,Female,Single,4,367.17,0
564,Billing Specialist,Sales & Marketing,41,Male,Married,7,520.29,0
565,Telecom Technician,Customer Service,48,Female,Single,8,362.83,0
566,HR Specialist,Network Operations,30,Female,Single,6,569.63,0
567,Billing Specialist,Customer Service,58,Female,Single,7,611.42,0
568,IT Support Engineer,Data Analytics,40,Female,Single,8,376.29,0
569,Customer Support Agent,Data Analytics,25,Male,Single,3,395.58,0
570,Marketing Analyst,Network Operations,49,Male,Single,6,405.38,0
571,Network Engineer,Data Analytics,56,Female,Single,6,355.58,0
572,IT Support Engineer,IT & Software,58,Male,Single,8,324.58,0
573,Telecom Technician,Sales & Marketing,42,Female,Married,3,386.04,0
574,Marketing Analyst,Network Operations,45,Female,Married,3,438.92,0
575,Telecom Technician,Human Resources,34,Male,Married,3,387.04,0
576,Customer Support Agent,IT & Software,40,Female,Single,6,182.0,0
577,Telecom Technician,Customer Service,51,Male,Single,2,328.58,0
578,Software Developer,Human Resources,57,Female,Single,8,523.42,0
579,Sales Executive,Data Analytics,47,Female,Single,1,268.25,0
580,Customer Support Agent,Data Analytics,41,Male,Single,8,270.08,0
581,Project Manager,Field Operations,39,Male,Single,7,315.58,0
582,IT Support Engineer,Project Management,38,Female,Single,8,346.17,0
583,Telecom Technician,Field Operations,24,Male,Married,8,266.29,0
584,Data Scientist,Human Resources,29,Male,Married,8,517.92,0
585,Software Developer,Field Operations,56,Female,Single,4,147.0,0
586,Data Scientist,Human Resources,25,Male,Married,4,134.63,0
587,Customer Support Agent,Billing,36,Female,Single,2,387.29,0
588,HR Specialist,Human Resources,35,Male,Married,3,573.58,0
589,Sales Executive,Project Management,54,Male,Married,6,439.63,0
590,Sales Executive,Customer Service,49,Female,Single,2,238.42,0
591,HR Specialist,Human Resources,24,Male,Single,3,159.83,0
592,Customer Support Agent,Customer Service,23,Female,Married,6,159.67,0
593,Telecom Technician,Billing,28,Male,Married,4,329.88,0
594,HR Specialist,Sales & Marketing,34,Female,Single,7,307.58,0
595,Network Engineer,Data Analytics,42,Male,Married,4,337.58,0
596,Project Manager,Data Analytics,54,Female,Married,2,407.42,0
597,HR Specialist,IT & Software,22,Female,Married,7,388.54,0
598,Billing Specialist,Network Operations,52,Male,Single,7,397.79,0
599,Data Scientist,Field Operations,30,Female,Single,7,340.63,0
600,Product Manager,Billing,35,Female,Married,7,298.92,0
601,HR Specialist,Field Operations,43,Female,Single,6,573.75,0
602,IT Support Engineer,Network Operations,22,Female,Married,6,544.79,0
603,Marketing Analyst,Project Management,32,Male,Single,3,480.33,0
604,Software Developer,Customer Service,27,Female,Married,6,164.54,0
605,Customer Support Agent,Field Operations,25,Female,Single,7,580.75,0
606,HR Specialist,IT & Software,32,Female,Single,2,246.83,0
607,Data Scientist,Project Management,22,Female,Single,1,416.88,0
608,Marketing Analyst,Billing,29,Male,Single,8,302.54,0
609,Software Developer,Project Management,53,Male,Married,6,186.04,0
610,Telecom Technician,Sales & Marketing,58,Female,Single,2,529.13,0
611,Product Manager,Project Management,28,Female,Single,7,145.5,0
612,Billing Specialist,Sales & Marketing,31,Male,Married,3,517.5,0
613,Sales Executive,Sales & Marketing,41,Male,Married,8,311.38,0
614,Product Manager,Project Management,31,Female,Single,8,295.33,0
615,Data Scientist,Data Analytics,28,Female,Single,6,563.83,0
616,Product Manager,Customer Service,35,Female,Married,6,189.38,0
617,Sales Executive,Billing,34,Male,Single,8,622.33,0
618,Telecom Technician,Field Operations,38,Female,Married,2,343.5,0
619,HR Specialist,Data Analytics,39,Male,Single,3,423.08,0
620,Sales Executive,Sales & Marketing,24,Female,Married,6,716.75,0
621,Project Manager,Customer Service,51,Female,Single,8,319.63,0
622,Billing Specialist,Billing,27,Male,Single,4,275.63,0
623,Customer Support Agent,Data Analytics,43,Male,Single,6,369.33,0
624,Data Scientist,Billing,23,Male,Married,1,490.83,0
625,Marketing Analyst,IT & Software,30,Female,Single,4,192.33,0
626,Network Engineer,Customer Service,33,Female,Single,3,327.08,0
627,Product Manager,Billing,44,Female,Married,4,482.25,0
628,Software Developer,Network Operations,25,Male,Married,7,271.0,0
629,Billing Specialist,Project Management,25,Female,Single,4,338.17,0
630,Telecom Technician,Network Operations,35,Female,Married,4,395.88,0
631,Product Manager,Sales & Marketing,29,Female,Married,7,357.04,0
632,Telecom Technician,Human Resources,36,Male,Single,6,304.13,0
633,Marketing Analyst,Field Operations,34,Female,Married,7,598.17,0
634,Data Scientist,Data Analytics,27,Female,Married,3,335.0,0
635,Product Manager,Data Analytics,26,Female,Single,7,276.17,0
636,Data Scientist,IT & Software,23,Female,Married,4,161.92,0
637,Network Engineer,Field Operations,56,Male,Married,7,399.88,0
638,HR Specialist,Field Operations,36,Male,Single,8,431.83,0
639,Product Manager,Data Analytics,27,Female,Single,2,270.5,0
640,Data Scientist,Billing,42,Female,Married,3,596.13,0
641,Product Manager,IT & Software,53,Female,Married,5,361.33,0
642,Project Manager,Human Resources,28,Female,Married,6,299.88,0
643,Product Manager,Customer Service,24,Female,Married,3,203.75,0
644,Telecom Technician,Data Analytics,58,Female,Married,2,274.33,0
645,IT Support Engineer,Customer Service,30,Female,Single,2,300.75,0
646,Product Manager,Human Resources,35,Female,Married,8,165.67,0
647,Project Manager,IT & Software,42,Male,Married,2,588.29,0
648,IT Support Engineer,Data Analytics,50,Male,Married,3,590.17,0
649,Marketing Analyst,Data Analytics,43,Male,Single,8,433.75,0
650,Data Scientist,Network Operations,49,Male,Married,3,163.58,0
651,Billing Specialist,IT & Software,56,Female,Married,4,316.04,0
652,Sales Executive,Billing,54,Female,Single,2,269.83,0
653,Data Scientist,Network Operations,46,Male,Single,4,364.04,0
654,Software Developer,IT & Software,38,Male,Single,8,289.92,0
655,Customer Support Agent,IT & Software,50,Female,Single,7,471.5,0
656,Data Scientist,Project Management,51,Female,Single,5,219.25,0
657,Project Manager,Customer Service,36,Male,Single,6,441.54,0
658,Customer Support Agent,Sales & Marketing,26,Male,Married,8,421.08,0
659,Sales Executive,Billing,51,Female,Married,3,550.33,0
660,Sales Executive,Field Operations,34,Male,Single,8,199.33,0
661,Software Developer,Project Management,42,Female,Married,3,262.67,0
662,IT Support Engineer,IT & Software,40,Female,Married,6,284.63,0
663,HR Specialist,IT & Software,45,Female,Single,1,377.33,0
664,Data Scientist,Customer Service,50,Male,Single,5,421.67,0
665,Data Scientist,Field Operations,55,Female,Married,4,482.54,0
666,Sales Executive,Sales & Marketing,25,Female,Single,4,382.08,0
667,Customer Support Agent,IT & Software,35,Female,Married,8,162.0,0
668,Network Engineer,Customer Service,25,Female,Married,7,288.5,0
669,Marketing Analyst,Sales & Marketing,44,Female,Married,2,263.5,0
670,Network Engineer,Customer Service,55,Female,Married,2,362.25,0
671,Sales Executive,Network Operations,31,Female,Married,8,501.5,0
672,Marketing Analyst,Network Operations,28,Male,Married,7,524.25,0
673,IT Support Engineer,IT & Software,41,Male,Single,6,333.92,0
674,Project Manager,Billing,53,Female,Married,3,313.92,0
675,Network Engineer,IT & Software,35,Female,Married,8,362.13,0
676,Telecom Technician,Sales & Marketing,36,Female,Married,8,505.13,0
677,Telecom Technician,Sales & Marketing,23,Female,Married,7,307.17,0
678,IT Support Engineer,IT & Software,53,Male,Single,5,249.33,0
679,Customer Support Agent,Field Operations,33,Female,Single,8,355.63,0
680,Billing Specialist,Sales & Marketing,44,Male,Married,3,282.25,0
681,Data Scientist,Billing,25,Male,Single,2,343.29,0
682,IT Support Engineer,Sales & Marketing,41,Male,Single,3,404.5,0
683,Product Manager,IT & Software,39,Female,Single,6,268.0,0
684,Data Scientist,Billing,56,Male,Married,8,422.42,0
685,Data Scientist,Billing,35,Female,Single,6,128.5,0
686,Network Engineer,Network Operations,34,Female,Married,1,471.13,0
687,Network Engineer,Billing,22,Male,Single,8,329.5,0
688,IT Support Engineer,Sales & Marketing,52,Male,Married,8,355.13,0
689,Billing Specialist,Project Management,43,Female,Married,6,171.92,0
690,Sales Executive,Billing,53,Female,Married,8,587.29,0
691,Project Manager,IT & Software,48,Female,Single,2,655.13,0
692,HR Specialist,IT & Software,23,Female,Married,4,554.33,0
693,Product Manager,Customer Service,49,Female,Single,7,457.79,0
